timestamp,symbol,open,high,low,close,volume
2024-01-04T01:00:00Z,EURUSD,1.10687,1.10804,1.10627,1.10730,1848
2024-01-04T02:00:00Z,EURUSD,1.10730,1.10763,1.10639,1.10700,1779
2024-01-04T03:00:00Z,EURUSD,1.10700,1.10792,1.10637,1.10762,1331
2024-01-04T04:00:00Z,EURUSD,1.10762,1.11056,1.10738,1.10949,1716
2024-01-04T05:00:00Z,EURUSD,1.10949,1.10964,1.10847,1.10900,948
2024-01-04T06:00:00Z,EURUSD,1.10900,1.11063,1.10875,1.11012,1420
2024-01-04T07:00:00Z,EURUSD,1.11012,1.11264,1.10993,1.11157,1549
2024-01-04T08:00:00Z,EURUSD,1.11157,1.11263,1.10994,1.11110,1249
2024-01-04T09:00:00Z,EURUSD,1.11110,1.11255,1.11004,1.11244,1133
2024-01-04T10:00:00Z,EURUSD,1.11244,1.11551,1.11224,1.11451,1683
2024-01-04T11:00:00Z,EURUSD,1.11451,1.11707,1.11400,1.11659,1530
2024-01-04T12:00:00Z,EURUSD,1.11659,1.11751,1.11657,1.11664,1934
2024-01-04T13:00:00Z,EURUSD,1.11664,1.11796,1.11618,1.11712,1859
2024-01-04T14:00:00Z,EURUSD,1.11712,1.11871,1.11704,1.11809,1268
2024-01-04T15:00:00Z,EURUSD,1.11809,1.12023,1.11777,1.12011,881
2024-01-04T16:00:00Z,EURUSD,1.12011,1.12214,1.11920,1.12193,1664
2024-01-04T17:00:00Z,EURUSD,1.12193,1.12439,1.12079,1.12357,1631
2024-01-04T18:00:00Z,EURUSD,1.12357,1.12468,1.12124,1.12192,1469
2024-01-04T19:00:00Z,EURUSD,1.12192,1.12199,1.11926,1.12009,1671
2024-01-04T20:00:00Z,EURUSD,1.12009,1.12100,1.12007,1.12068,981
2024-01-04T21:00:00Z,EURUSD,1.12068,1.12108,1.11965,1.12098,936
2024-01-04T22:00:00Z,EURUSD,1.12098,1.12113,1.11966,1.11967,1932
2024-01-04T23:00:00Z,EURUSD,1.11967,1.12077,1.11808,1.11883,888
2024-01-05T00:00:00Z,EURUSD,1.11883,1.11911,1.11818,1.11831,1130
2024-01-05T01:00:00Z,EURUSD,1.11831,1.11853,1.11588,1.11699,1424
2024-01-05T02:00:00Z,EURUSD,1.11699,1.11724,1.11595,1.11649,1164
2024-01-05T03:00:00Z,EURUSD,1.11649,1.11745,1.11401,1.11520,875
2024-01-05T04:00:00Z,EURUSD,1.11520,1.11608,1.11248,1.11315,1188
2024-01-05T05:00:00Z,EURUSD,1.11315,1.11344,1.11205,1.11259,1685
2024-01-05T06:00:00Z,EURUSD,1.11259,1.11324,1.11139,1.11246,1837
2024-01-05T07:00:00Z,EURUSD,1.11246,1.11272,1.11101,1.11128,1206
2024-01-05T08:00:00Z,EURUSD,1.11128,1.11253,1.11052,1.11168,1628
2024-01-05T09:00:00Z,EURUSD,1.11168,1.11372,1.11067,1.11255,829
2024-01-05T10:00:00Z,EURUSD,1.11255,1.11344,1.11035,1.11066,1134
2024-01-05T11:00:00Z,EURUSD,1.11066,1.11146,1.10827,1.10872,1836
2024-01-05T12:00:00Z,EURUSD,1.10872,1.10906,1.10835,1.10864,1400
2024-01-05T13:00:00Z,EURUSD,1.10864,1.10886,1.10635,1.10667,807
2024-01-05T14:00:00Z,EURUSD,1.10667,1.10783,1.10419,1.10536,1920
2024-01-05T15:00:00Z,EURUSD,1.10536,1.10540,1.10317,1.10423,1246
2024-01-05T16:00:00Z,EURUSD,1.10423,1.10423,1.10274,1.10320,1772
2024-01-05T17:00:00Z,EURUSD,1.10320,1.10399,1.10164,1.10194,810
2024-01-05T18:00:00Z,EURUSD,1.10194,1.10292,1.09994,1.10011,885
2024-01-05T19:00:00Z,EURUSD,1.10011,1.10047,1.09844,1.09919,973
2024-01-05T20:00:00Z,EURUSD,1.09919,1.09983,1.09795,1.09885,1597
2024-01-05T21:00:00Z,EURUSD,1.09885,1.09991,1.09826,1.09904,1381
2024-01-05T22:00:00Z,EURUSD,1.09904,1.09989,1.09899,1.09912,1850
2024-01-05T23:00:00Z,EURUSD,1.09912,1.10000,1.09792,1.09890,1085
2024-01-06T00:00:00Z,EURUSD,1.09890,1.10163,1.09822,1.10073,832
2024-01-06T01:00:00Z,EURUSD,1.10073,1.10301,1.09966,1.10231,1270
2024-01-06T02:00:00Z,EURUSD,1.10231,1.10236,1.10090,1.10166,1014
2024-01-06T03:00:00Z,EURUSD,1.10166,1.10243,1.10160,1.10189,838
2024-01-06T04:00:00Z,EURUSD,1.10189,1.10369,1.10130,1.10287,806
2024-01-06T05:00:00Z,EURUSD,1.10287,1.10342,1.10175,1.10334,1896
2024-01-06T06:00:00Z,EURUSD,1.10334,1.10397,1.10182,1.10272,1770
2024-01-06T07:00:00Z,EURUSD,1.10272,1.10281,1.10225,1.10257,1220
2024-01-06T08:00:00Z,EURUSD,1.10257,1.10335,1.10181,1.10237,1583
2024-01-06T09:00:00Z,EURUSD,1.10237,1.10346,1.10135,1.10170,895
2024-01-06T10:00:00Z,EURUSD,1.10170,1.10342,1.10160,1.10265,1101
2024-01-06T11:00:00Z,EURUSD,1.10265,1.10352,1.10182,1.10274,1962
2024-01-06T12:00:00Z,EURUSD,1.10274,1.10332,1.10166,1.10224,1003
2024-01-06T13:00:00Z,EURUSD,1.10224,1.10423,1.10189,1.10342,1857
2024-01-06T14:00:00Z,EURUSD,1.10342,1.10398,1.10245,1.10338,1924
2024-01-06T15:00:00Z,EURUSD,1.10338,1.10455,1.10195,1.10307,835
2024-01-06T16:00:00Z,EURUSD,1.10307,1.10316,1.10243,1.10304,1720
2024-01-06T17:00:00Z,EURUSD,1.10304,1.10559,1.10194,1.10512,1231
2024-01-06T18:00:00Z,EURUSD,1.10512,1.10523,1.10355,1.10445,1336
2024-01-06T19:00:00Z,EURUSD,1.10445,1.10657,1.10346,1.10641,1841
2024-01-06T20:00:00Z,EURUSD,1.10641,1.10654,1.10591,1.10634,1819
2024-01-06T21:00:00Z,EURUSD,1.10634,1.10872,1.10631,1.10814,807
2024-01-06T22:00:00Z,EURUSD,1.10814,1.11091,1.10765,1.11009,1088
2024-01-06T23:00:00Z,EURUSD,1.11009,1.11089,1.10994,1.11044,1478
2024-01-07T00:00:00Z,EURUSD,1.11044,1.11134,1.10853,1.10954,1045
2024-01-07T01:00:00Z,EURUSD,1.10954,1.11170,1.10953,1.11146,1393
2024-01-07T02:00:00Z,EURUSD,1.11146,1.11154,1.11085,1.11132,956
2024-01-07T03:00:00Z,EURUSD,1.11132,1.11202,1.11099,1.11150,898
2024-01-07T04:00:00Z,EURUSD,1.11150,1.11156,1.11065,1.11144,1104
2024-01-07T05:00:00Z,EURUSD,1.11144,1.11176,1.11068,1.11129,1188
2024-01-07T06:00:00Z,EURUSD,1.11129,1.11245,1.11078,1.11151,859
2024-01-07T07:00:00Z,EURUSD,1.11151,1.11261,1.11042,1.11185,1934
2024-01-07T08:00:00Z,EURUSD,1.11185,1.11271,1.11134,1.11140,1641
2024-01-07T09:00:00Z,EURUSD,1.11140,1.11230,1.10988,1.11065,1386
2024-01-07T10:00:00Z,EURUSD,1.11065,1.11174,1.10934,1.11001,1149
2024-01-07T11:00:00Z,EURUSD,1.11001,1.11042,1.10896,1.10932,1332
2024-01-07T12:00:00Z,EURUSD,1.10932,1.10961,1.10786,1.10844,1607
2024-01-07T13:00:00Z,EURUSD,1.10844,1.10921,1.10661,1.10670,1825
2024-01-07T14:00:00Z,EURUSD,1.10670,1.10791,1.10644,1.10732,1481
2024-01-07T15:00:00Z,EURUSD,1.10732,1.10875,1.10715,1.10821,1194
2024-01-07T16:00:00Z,EURUSD,1.10821,1.10842,1.10617,1.10684,1453
2024-01-07T17:00:00Z,EURUSD,1.10684,1.10715,1.10477,1.10546,841
2024-01-07T18:00:00Z,EURUSD,1.10546,1.10610,1.10496,1.10561,1873
2024-01-07T19:00:00Z,EURUSD,1.10561,1.10593,1.10323,1.10414,1820
2024-01-07T20:00:00Z,EURUSD,1.10414,1.10530,1.10272,1.10287,1830
2024-01-07T21:00:00Z,EURUSD,1.10287,1.10382,1.10134,1.10236,989
2024-01-07T22:00:00Z,EURUSD,1.10236,1.10265,1.10059,1.10107,1713
2024-01-07T23:00:00Z,EURUSD,1.10107,1.10144,1.09929,1.10026,844
2024-01-08T00:00:00Z,EURUSD,1.10026,1.10077,1.09763,1.09855,1769
2024-01-08T01:00:00Z,EURUSD,1.09855,1.09994,1.09846,1.09935,1881
2024-01-08T02:00:00Z,EURUSD,1.09935,1.10098,1.09905,1.09982,1023
2024-01-08T03:00:00Z,EURUSD,1.09982,1.10000,1.09722,1.09839,1023
2024-01-08T04:00:00Z,EURUSD,1.09839,1.09998,1.09761,1.09911,1736
2024-01-08T05:00:00Z,EURUSD,1.09911,1.10005,1.09727,1.09727,1057
2024-01-08T06:00:00Z,EURUSD,1.09727,1.09837,1.09509,1.09587,1422
2024-01-08T07:00:00Z,EURUSD,1.09587,1.09740,1.09523,1.09665,1695
2024-01-08T08:00:00Z,EURUSD,1.09665,1.09679,1.09656,1.09665,1874
2024-01-08T09:00:00Z,EURUSD,1.09665,1.09761,1.09634,1.09738,802
2024-01-08T10:00:00Z,EURUSD,1.09738,1.09774,1.09476,1.09531,1447
2024-01-08T11:00:00Z,EURUSD,1.09531,1.09637,1.09457,1.09514,1280
2024-01-08T12:00:00Z,EURUSD,1.09514,1.09592,1.09465,1.09589,1429
2024-01-08T13:00:00Z,EURUSD,1.09589,1.09612,1.09409,1.09515,1660
2024-01-08T14:00:00Z,EURUSD,1.09515,1.09542,1.09399,1.09449,1558
2024-01-08T15:00:00Z,EURUSD,1.09449,1.09454,1.09387,1.09428,1661
2024-01-08T16:00:00Z,EURUSD,1.09428,1.09494,1.09427,1.09446,1398
2024-01-08T17:00:00Z,EURUSD,1.09446,1.09639,1.09422,1.09578,1210
2024-01-08T18:00:00Z,EURUSD,1.09578,1.09680,1.09550,1.09581,1253
2024-01-08T19:00:00Z,EURUSD,1.09581,1.09688,1.09558,1.09571,1815
2024-01-08T20:00:00Z,EURUSD,1.09571,1.09772,1.09513,1.09664,915
2024-01-08T21:00:00Z,EURUSD,1.09664,1.09876,1.09617,1.09859,1236
2024-01-08T22:00:00Z,EURUSD,1.09859,1.09930,1.09726,1.09776,923
2024-01-08T23:00:00Z,EURUSD,1.09776,1.09830,1.09656,1.09741,1443
2024-01-09T00:00:00Z,EURUSD,1.09741,1.09990,1.09629,1.09871,1474
2024-01-09T01:00:00Z,EURUSD,1.09871,1.09949,1.09775,1.09838,1757
2024-01-09T02:00:00Z,EURUSD,1.09838,1.09918,1.09712,1.09758,1565
2024-01-09T03:00:00Z,EURUSD,1.09758,1.10016,1.09744,1.09963,960
2024-01-09T04:00:00Z,EURUSD,1.09963,1.10005,1.09842,1.09957,1053
2024-01-09T05:00:00Z,EURUSD,1.09957,1.10126,1.09911,1.10035,1432
2024-01-09T06:00:00Z,EURUSD,1.10035,1.10244,1.10029,1.10192,1769
2024-01-09T07:00:00Z,EURUSD,1.10192,1.10257,1.10107,1.10161,1462
2024-01-09T08:00:00Z,EURUSD,1.10161,1.10288,1.10157,1.10180,1641
2024-01-09T09:00:00Z,EURUSD,1.10180,1.10255,1.10116,1.10164,1569
2024-01-09T10:00:00Z,EURUSD,1.10164,1.10172,1.09974,1.10085,1326
2024-01-09T11:00:00Z,EURUSD,1.10085,1.10092,1.09981,1.10053,1543
2024-01-09T12:00:00Z,EURUSD,1.10053,1.10168,1.09971,1.10045,1336
2024-01-09T13:00:00Z,EURUSD,1.10045,1.10262,1.09934,1.10179,1409
2024-01-09T14:00:00Z,EURUSD,1.10179,1.10270,1.09980,1.10090,933
2024-01-09T15:00:00Z,EURUSD,1.10090,1.10118,1.09950,1.10007,1753
2024-01-09T16:00:00Z,EURUSD,1.10007,1.10250,1.09977,1.10203,1680
2024-01-09T17:00:00Z,EURUSD,1.10203,1.10374,1.10144,1.10358,817
2024-01-09T18:00:00Z,EURUSD,1.10358,1.10477,1.10259,1.10389,1109
2024-01-09T19:00:00Z,EURUSD,1.10389,1.10428,1.10323,1.10361,1541
2024-01-09T20:00:00Z,EURUSD,1.10361,1.10457,1.10299,1.10386,1602
2024-01-09T21:00:00Z,EURUSD,1.10386,1.10432,1.10378,1.10402,869
2024-01-09T22:00:00Z,EURUSD,1.10402,1.10467,1.10317,1.10336,1673
2024-01-09T23:00:00Z,EURUSD,1.10336,1.10510,1.10305,1.10391,972
2024-01-10T00:00:00Z,EURUSD,1.10391,1.10442,1.10125,1.10244,1715
2024-01-10T01:00:00Z,EURUSD,1.10244,1.10260,1.10031,1.10086,1281
2024-01-10T02:00:00Z,EURUSD,1.10086,1.10202,1.10006,1.10100,1048
2024-01-10T03:00:00Z,EURUSD,1.10100,1.10159,1.10067,1.10124,1348
2024-01-10T04:00:00Z,EURUSD,1.10124,1.10213,1.10002,1.10026,1306
2024-01-10T05:00:00Z,EURUSD,1.10026,1.10054,1.09838,1.09872,1984
2024-01-10T06:00:00Z,EURUSD,1.09872,1.09880,1.09688,1.09718,1303
2024-01-10T07:00:00Z,EURUSD,1.09718,1.09746,1.09563,1.09660,1750
2024-01-10T08:00:00Z,EURUSD,1.09660,1.09760,1.09604,1.09748,1273
2024-01-10T09:00:00Z,EURUSD,1.09748,1.09900,1.09743,1.09790,1401
2024-01-10T10:00:00Z,EURUSD,1.09790,1.09796,1.09578,1.09650,1994
2024-01-10T11:00:00Z,EURUSD,1.09650,1.09659,1.09437,1.09498,1164
2024-01-10T12:00:00Z,EURUSD,1.09498,1.09529,1.09329,1.09423,812
2024-01-10T13:00:00Z,EURUSD,1.09423,1.09494,1.09170,1.09245,1245
2024-01-10T14:00:00Z,EURUSD,1.09245,1.09285,1.09040,1.09046,1322
2024-01-10T15:00:00Z,EURUSD,1.09046,1.09134,1.08738,1.08847,823
2024-01-10T16:00:00Z,EURUSD,1.08847,1.08932,1.08803,1.08883,1439
2024-01-10T17:00:00Z,EURUSD,1.08883,1.08887,1.08637,1.08696,1790
2024-01-10T18:00:00Z,EURUSD,1.08696,1.08708,1.08458,1.08505,1926
2024-01-10T19:00:00Z,EURUSD,1.08505,1.08569,1.08263,1.08342,1614
2024-01-10T20:00:00Z,EURUSD,1.08342,1.08391,1.08306,1.08340,1429
2024-01-10T21:00:00Z,EURUSD,1.08340,1.08346,1.08166,1.08256,1531
2024-01-10T22:00:00Z,EURUSD,1.08256,1.08258,1.08078,1.08170,1545
2024-01-10T23:00:00Z,EURUSD,1.08170,1.08217,1.08105,1.08153,812
2024-01-11T00:00:00Z,EURUSD,1.08153,1.08212,1.08140,1.08193,985
2024-01-11T01:00:00Z,EURUSD,1.08193,1.08331,1.08138,1.08225,1132
2024-01-11T02:00:00Z,EURUSD,1.08225,1.08231,1.08157,1.08174,1612
2024-01-11T03:00:00Z,EURUSD,1.08174,1.08249,1.08066,1.08111,1833
2024-01-11T04:00:00Z,EURUSD,1.08111,1.08153,1.08053,1.08072,1151
2024-01-11T05:00:00Z,EURUSD,1.08072,1.08273,1.08014,1.08260,1204
2024-01-11T06:00:00Z,EURUSD,1.08260,1.08361,1.08255,1.08261,1788
2024-01-11T07:00:00Z,EURUSD,1.08261,1.08338,1.08184,1.08265,976
2024-01-11T08:00:00Z,EURUSD,1.08265,1.08521,1.08166,1.08446,1128
2024-01-11T09:00:00Z,EURUSD,1.08446,1.08651,1.08372,1.08548,1201
2024-01-11T10:00:00Z,EURUSD,1.08548,1.08729,1.08522,1.08707,1618
2024-01-11T11:00:00Z,EURUSD,1.08707,1.08917,1.08664,1.08899,1106
2024-01-11T12:00:00Z,EURUSD,1.08899,1.08986,1.08775,1.08883,884
2024-01-11T13:00:00Z,EURUSD,1.08883,1.09159,1.08802,1.09058,1463
2024-01-11T14:00:00Z,EURUSD,1.09058,1.09130,1.08937,1.09003,1427
2024-01-11T15:00:00Z,EURUSD,1.09003,1.09145,1.08973,1.09108,1597
2024-01-11T16:00:00Z,EURUSD,1.09108,1.09269,1.09055,1.09216,847
2024-01-11T17:00:00Z,EURUSD,1.09216,1.09334,1.09071,1.09127,1715
2024-01-11T18:00:00Z,EURUSD,1.09127,1.09359,1.09072,1.09266,1167
2024-01-11T19:00:00Z,EURUSD,1.09266,1.09467,1.09258,1.09419,1534
2024-01-11T20:00:00Z,EURUSD,1.09419,1.09469,1.09366,1.09458,1844
2024-01-11T21:00:00Z,EURUSD,1.09458,1.09570,1.09442,1.09565,1442
2024-01-11T22:00:00Z,EURUSD,1.09565,1.09770,1.09559,1.09708,1832
2024-01-11T23:00:00Z,EURUSD,1.09708,1.09965,1.09614,1.09887,852
2024-01-12T00:00:00Z,EURUSD,1.09887,1.10174,1.09799,1.10054,1024
2024-01-12T01:00:00Z,EURUSD,1.10054,1.10172,1.09963,1.10022,1138
2024-01-12T02:00:00Z,EURUSD,1.10022,1.10225,1.09996,1.10138,1518
2024-01-12T03:00:00Z,EURUSD,1.10138,1.10261,1.10099,1.10231,1363
2024-01-12T04:00:00Z,EURUSD,1.10231,1.10467,1.10201,1.10413,1783
2024-01-12T05:00:00Z,EURUSD,1.10413,1.10444,1.10324,1.10385,1453
2024-01-12T06:00:00Z,EURUSD,1.10385,1.10409,1.10238,1.10287,1369
2024-01-12T07:00:00Z,EURUSD,1.10287,1.10394,1.10260,1.10281,1341
2024-01-12T08:00:00Z,EURUSD,1.10281,1.10344,1.10029,1.10105,1536
2024-01-12T09:00:00Z,EURUSD,1.10105,1.10239,1.10043,1.10185,1014
2024-01-12T10:00:00Z,EURUSD,1.10185,1.10249,1.09948,1.10051,1560
2024-01-12T11:00:00Z,EURUSD,1.10051,1.10170,1.09851,1.09920,1537
2024-01-12T12:00:00Z,EURUSD,1.09920,1.09930,1.09782,1.09809,898
2024-01-12T13:00:00Z,EURUSD,1.09809,1.09871,1.09651,1.09688,1999
2024-01-12T14:00:00Z,EURUSD,1.09688,1.09864,1.09600,1.09757,869
2024-01-12T15:00:00Z,EURUSD,1.09757,1.09792,1.09538,1.09613,1655
2024-01-12T16:00:00Z,EURUSD,1.09613,1.09721,1.09541,1.09557,1265
2024-01-12T17:00:00Z,EURUSD,1.09557,1.09563,1.09524,1.09531,1961
2024-01-12T18:00:00Z,EURUSD,1.09531,1.09544,1.09385,1.09427,1259
2024-01-12T19:00:00Z,EURUSD,1.09427,1.09464,1.09325,1.09341,1550
2024-01-12T20:00:00Z,EURUSD,1.09341,1.09398,1.09302,1.09319,1298
2024-01-12T21:00:00Z,EURUSD,1.09319,1.09375,1.09311,1.09321,1096
2024-01-12T22:00:00Z,EURUSD,1.09321,1.09466,1.09273,1.09372,1341
2024-01-12T23:00:00Z,EURUSD,1.09372,1.09459,1.09274,1.09452,1517
2024-01-13T00:00:00Z,EURUSD,1.09452,1.09522,1.09348,1.09421,1860
2024-01-13T01:00:00Z,EURUSD,1.09421,1.09461,1.09312,1.09431,890
2024-01-13T02:00:00Z,EURUSD,1.09431,1.09434,1.09217,1.09239,1126
2024-01-13T03:00:00Z,EURUSD,1.09239,1.09333,1.09045,1.09047,1928
2024-01-13T04:00:00Z,EURUSD,1.09047,1.09070,1.08984,1.09034,1861
2024-01-13T05:00:00Z,EURUSD,1.09034,1.09095,1.08929,1.09006,1157
2024-01-13T06:00:00Z,EURUSD,1.09006,1.09014,1.08874,1.08949,1778
2024-01-13T07:00:00Z,EURUSD,1.08949,1.08954,1.08847,1.08953,1752
2024-01-13T08:00:00Z,EURUSD,1.08953,1.09032,1.08747,1.08768,1015
2024-01-13T09:00:00Z,EURUSD,1.08768,1.08845,1.08621,1.08636,1339
2024-01-13T10:00:00Z,EURUSD,1.08636,1.08671,1.08570,1.08639,1693
2024-01-13T11:00:00Z,EURUSD,1.08639,1.08750,1.08519,1.08635,1405
